"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.zval","Answer.surveycode","Approve","Reject"
"33NOQL7T9OLOQLY77CGVZ68DJ5T8ZV","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:52 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:12 PDT 2019","","","3SB5N7Y3O4Q93ZWTCIKT94ICWSFG0T","A1945USNZHTROX","Approved","Tue May 14 17:05:59 PDT 2019","Tue May 14 19:18:24 PDT 2019","Fri May 17 19:18:24 PDT 2019","Tue May 14 23:04:38 PDT 2019","","","7945","100% (3/3)","100% (1/1)","100% (1/1)","6","5b2eafe6-9b5c-404e-b61b-cc93ea53025a"
"3IV1AEQ4DRZYQ6T3PQD9BCKN07GJ8L","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:52 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:12 PDT 2019","","","3F6KKYWMNCN9CBE9BYLJEVBSRTADNR","AOIR8V07FYMH5","Approved","Tue May 14 17:05:58 PDT 2019","Tue May 14 19:42:34 PDT 2019","Fri May 17 19:42:34 PDT 2019","Tue May 14 23:37:37 PDT 2019","","","9396","100% (2/2)","100% (1/1)","100% (1/1)","2","225ad246-3aa5-4e8e-87a3-8e79de120b2c"
"33IXYHIZB54FTB5MV8TH45US9ZSE2S","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:52 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:13 PDT 2019","","","3NKQQ8O39ZRM71YI8ZX5SQ3MZP3DUJ","AV22FQTJNBUZT","Approved","Tue May 14 17:06:04 PDT 2019","Tue May 14 19:32:19 PDT 2019","Fri May 17 19:32:19 PDT 2019","Wed May 15 00:06:44 PDT 2019","","","8775","100% (4/4)","100% (1/1)","100% (1/1)","2","63b358b8-58f8-47d9-a49e-df83246fcf8a"
"3SX4X51T80VQA5DF21PSFZ74PPQOAD","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:52 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:13 PDT 2019","","","33CID57105FL6J9R6WZSOULRVLLL3Z","A149ROBL26JWPJ","Approved","Tue May 14 17:06:06 PDT 2019","Tue May 14 17:48:14 PDT 2019","Fri May 17 17:48:14 PDT 2019","Tue May 14 17:52:46 PDT 2019","","","2528","100% (1/1)","100% (1/1)","100% (1/1)","5","6c53c5f5-b086-42cf-9529-f6fb1788820c"
"3CZH926SIC0PWPK9ZMC5XKRQTDOE4O","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:52 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:15 PDT 2019","","","37M28K1J0RZFVEKCCQ2PVNM5X68AJI","A17D6BK59S31BM","Approved","Tue May 14 17:06:01 PDT 2019","Tue May 14 17:20:52 PDT 2019","Fri May 17 17:20:52 PDT 2019","Tue May 14 17:47:40 PDT 2019","","","891","100% (1/1)","100% (1/1)","100% (1/1)","3","c94e4039-78ad-41af-887a-0c2cc69e37be"
"3ZTE0JGGCEEE3KADMFLJLUXSPSBOCF","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:52 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:15 PDT 2019","","","3GDTJDAPVVXRDYXIIPV3FO8RBC38MG","A36SM7QM8OK3H6","Approved","Tue May 14 17:06:02 PDT 2019","Tue May 14 18:42:52 PDT 2019","Fri May 17 18:42:52 PDT 2019","Tue May 14 23:04:39 PDT 2019","","","5810","100% (2/2)","100% (1/1)","100% (1/1)","4","bee4b192-6e06-4d3c-ac03-664cce6c70f6"
"3FCO4VKOZ4ZMFC2S1KAC0WB0KFEE78","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:53 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:19 PDT 2019","","","3GFK2QRXXA34VS8UOTUNC20R7OG5W2","A3CQDCNYJAX2X3","Approved","Tue May 14 17:06:03 PDT 2019","Tue May 14 19:23:16 PDT 2019","Fri May 17 19:23:16 PDT 2019","Tue May 14 23:37:37 PDT 2019","","","8233","100% (1/1)","100% (1/1)","100% (1/1)","2","0a07b803-8707-479c-8c05-50ea4673fa92"
"3NCN4N1H1G3DBUIV70PBVLR5HX6BNG","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:53 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:19 PDT 2019","","","3YHH42UU5C1PPRAUN9H9MWNKS91L04","A110KENBXU7SUJ","Approved","Tue May 14 17:06:02 PDT 2019","Tue May 14 17:38:27 PDT 2019","Fri May 17 17:38:27 PDT 2019","Tue May 14 17:47:40 PDT 2019","","","1945","100% (2/2)","100% (1/1)","100% (1/1)","4","adad6a9c-8fed-42b5-9312-b162ac1d883f"
"3AXFSPQOYQK75L3QX4JFL419NBTJF2","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:53 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:20 PDT 2019","","","3GNCZX450J9BHPNA7379SJ8H65EAPI","A1FQGVP8SX5WE2","Approved","Tue May 14 17:06:23 PDT 2019","Tue May 14 18:14:23 PDT 2019","Fri May 17 18:14:23 PDT 2019","Tue May 14 23:04:38 PDT 2019","","","4080","100% (1/1)","100% (1/1)","100% (1/1)","1","116bb258-09a0-4781-a5e2-7ae0621c1a2b"
"3HYV4299H0IQFQ7BBP2IEW7VVZKE8V","3BRS3IGD6GIIC5DNTL2TOFVSD9MRTB","Machine Learning Email Task - Hockey and Baseball Emails","You will do a task related to looking at sports emails with decisions from a machine learning model. The task is expected to take under 30 minutes. A $2 bonus may be awarded based on performance.","machine, learning, email, classification, decisions, hockey, baseball, sports","$3.50","Tue May 14 17:05:53 PDT 2019","1","BatchId:3643203;OriginalHitTemplateId:925420878;","10800","259200","Tue May 14 17:05:21 PDT 2019","","","3ATPCQ38J9W5Q3FBYQ3S5A1TAAHAYC","A31Z5TPD8QKE26","Approved","Tue May 14 17:06:18 PDT 2019","Tue May 14 17:31:50 PDT 2019","Fri May 17 17:31:50 PDT 2019","Tue May 14 17:52:02 PDT 2019","","","1532","100% (2/2)","100% (1/1)","100% (1/1)","6","c620de7a-9cfb-4eba-8552-03fa2bee954f"
